#ebf2f8,#9bbfdc,#377eb8,#1c3f5c,#102637,#050d12
#fff2e6,#ffbf80,#ff7f00,#804000,#4c2600,#190d00
#edf7ed,#a6d7a5,#4daf4a,#275825,#173416,#081107
#fce8e8,#f28d8e,#e41a1c,#720d0e,#440808,#170303
#f5edf6,#cca7d1,#984ea3,#4c2752,#2e1731,#0f0810
#ffffeb,#ffff99,#ffff33,#80801a,#4c4c0f,#191905
